transaction_id,customer_type,product_id,timestamp,day_of_week,hour
7,single_shopper,9,2025-07-09 17:49:49.383760,Wednesday,17
7,single_shopper,3,2025-07-09 17:49:49.383760,Wednesday,17
8,single_shopper,3,2025-07-25 16:51:45.383760,Friday,16
8,single_shopper,4,2025-07-25 16:51:45.383760,Friday,16
8,single_shopper,7,2025-07-25 16:51:45.383760,Friday,16
8,single_shopper,9,2025-07-25 16:51:45.383760,Friday,16
8,single_shopper,11,2025-07-25 16:51:45.383760,Friday,16
8,single_shopper,15,2025-07-25 16:51:45.383760,Friday,16
9,bulk_shopper,3,2025-07-28 06:50:35.383760,Monday,6
9,bulk_shopper,4,2025-07-28 06:50:35.383760,Monday,6
9,bulk_shopper,7,2025-07-28 06:50:35.383760,Monday,6
9,bulk_shopper,11,2025-07-28 06:50:35.383760,Monday,6
9,bulk_shopper,13,2025-07-28 06:50:35.383760,Monday,6
10,single_shopper,3,2025-07-10 20:36:51.383760,Thursday,20
10,single_shopper,6,2025-07-10 20:36:51.383760,Thursday,20
10,single_shopper,7,2025-07-10 20:36:51.383760,Thursday,20
10,single_shopper,9,2025-07-10 20:36:51.383760,Thursday,20
10,single_shopper,12,2025-07-10 20:36:51.383760,Thursday,20
11,family_shopper,1,2025-07-07 10:14:08.383760,Monday,10
11,family_shopper,5,2025-07-07 10:14:08.383760,Monday,10
11,family_shopper,14,2025-07-07 10:14:08.383760,Monday,10
12,bulk_shopper,3,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,4,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,5,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,6,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,7,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,9,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,10,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,11,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,14,2025-07-27 23:34:02.383760,Sunday,23
12,bulk_shopper,15,2025-07-27 23:34:02.383760,Sunday,23
13,family_shopper,2,2025-07-21 20:52:46.383760,Monday,20
13,family_shopper,3,2025-07-21 20:52:46.383760,Monday,20
13,family_shopper,4,2025-07-21 20:52:46.383760,Monday,20
13,family_shopper,8,2025-07-21 20:52:46.383760,Monday,20
13,family_shopper,10,2025-07-21 20:52:46.383760,Monday,20
13,family_shopper,11,2025-07-21 20:52:46.383760,Monday,20
13,family_shopper,12,2025-07-21 20:52:46.383760,Monday,20
13,family_shopper,14,2025-07-21 20:52:46.383760,Monday,20
14,single_shopper,1,2025-07-27 18:17:58.383760,Sunday,18
14,single_shopper,3,2025-07-27 18:17:58.383760,Sunday,18
14,single_shopper,8,2025-07-27 18:17:58.383760,Sunday,18
14,single_shopper,9,2025-07-27 18:17:58.383760,Sunday,18
14,single_shopper,10,2025-07-27 18:17:58.383760,Sunday,18
15,family_shopper,9,2025-07-08 20:41:08.383760,Tuesday,20
15,family_shopper,2,2025-07-08 20:41:08.383760,Tuesday,20
16,bulk_shopper,2,2025-07-05 16:13:01.383760,Saturday,16
16,bulk_shopper,3,2025-07-05 16:13:01.383760,Saturday,16
16,bulk_shopper,4,2025-07-05 16:13:01.383760,Saturday,16
16,bulk_shopper,7,2025-07-05 16:13:01.383760,Saturday,16
16,bulk_shopper,9,2025-07-05 16:13:01.383760,Saturday,16
16,bulk_shopper,10,2025-07-05 16:13:01.383760,Saturday,16
16,bulk_shopper,11,2025-07-05 16:13:01.383760,Saturday,16
16,bulk_shopper,12,2025-07-05 16:13:01.383760,Saturday,16
17,family_shopper,2,2025-07-06 06:41:31.383760,Sunday,6
17,family_shopper,3,2025-07-06 06:41:31.383760,Sunday,6
17,family_shopper,5,2025-07-06 06:41:31.383760,Sunday,6
17,family_shopper,9,2025-07-06 06:41:31.383760,Sunday,6
17,family_shopper,12,2025-07-06 06:41:31.383760,Sunday,6
17,family_shopper,14,2025-07-06 06:41:31.383760,Sunday,6
18,single_shopper,11,2025-07-06 04:37:47.383760,Sunday,4
19,family_shopper,3,2025-07-22 01:10:23.383760,Tuesday,1
19,family_shopper,4,2025-07-22 01:10:23.383760,Tuesday,1
19,family_shopper,8,2025-07-22 01:10:23.383760,Tuesday,1
19,family_shopper,10,2025-07-22 01:10:23.383760,Tuesday,1
19,family_shopper,15,2025-07-22 01:10:23.383760,Tuesday,1
20,family_shopper,10,2025-07-25 04:40:24.383760,Friday,4
20,family_shopper,11,2025-07-25 04:40:24.383760,Friday,4
21,family_shopper,9,2025-07-06 03:12:33.383760,Sunday,3
21,family_shopper,3,2025-07-06 03:12:33.383760,Sunday,3
21,family_shopper,4,2025-07-06 03:12:33.383760,Sunday,3
21,family_shopper,15,2025-07-06 03:12:33.383760,Sunday,3
22,single_shopper,2,2025-07-27 13:32:37.383760,Sunday,13
23,family_shopper,4,2025-07-10 13:57:36.383760,Thursday,13
24,family_shopper,8,2025-07-12 07:38:44.383760,Saturday,7
24,family_shopper,2,2025-07-12 07:38:44.383760,Saturday,7
24,family_shopper,5,2025-07-12 07:38:44.383760,Saturday,7
24,family_shopper,6,2025-07-12 07:38:44.383760,Saturday,7
25,bulk_shopper,2,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,3,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,4,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,7,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,8,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,9,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,11,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,12,2025-07-31 10:30:29.383760,Thursday,10
25,bulk_shopper,14,2025-07-31 10:30:29.383760,Thursday,10
26,convenience_shopper,4,2025-07-16 05:35:42.383760,Wednesday,5
26,convenience_shopper,15,2025-07-16 05:35:42.383760,Wednesday,5
27,family_shopper,1,2025-07-29 13:32:46.383760,Tuesday,13
27,family_shopper,3,2025-07-29 13:32:46.383760,Tuesday,13
27,family_shopper,10,2025-07-29 13:32:46.383760,Tuesday,13
27,family_shopper,11,2025-07-29 13:32:46.383760,Tuesday,13
27,family_shopper,12,2025-07-29 13:32:46.383760,Tuesday,13
27,family_shopper,15,2025-07-29 13:32:46.383760,Tuesday,13
28,family_shopper,2,2025-07-12 23:52:08.383760,Saturday,23
28,family_shopper,3,2025-07-12 23:52:08.383760,Saturday,23
28,family_shopper,8,2025-07-12 23:52:08.383760,Saturday,23
28,family_shopper,9,2025-07-12 23:52:08.383760,Saturday,23
28,family_shopper,13,2025-07-12 23:52:08.383760,Saturday,23
28,family_shopper,15,2025-07-12 23:52:08.383760,Saturday,23
29,single_shopper,8,2025-08-01 08:12:27.383760,Friday,8
29,single_shopper,1,2025-08-01 08:12:27.383760,Friday,8
29,single_shopper,5,2025-08-01 08:12:27.383760,Friday,8
30,family_shopper,3,2025-07-22 16:44:54.383760,Tuesday,16
30,family_shopper,7,2025-07-22 16:44:54.383760,Tuesday,16
30,family_shopper,9,2025-07-22 16:44:54.383760,Tuesday,16
30,family_shopper,10,2025-07-22 16:44:54.383760,Tuesday,16
30,family_shopper,12,2025-07-22 16:44:54.383760,Tuesday,16
30,family_shopper,15,2025-07-22 16:44:54.383760,Tuesday,16
31,convenience_shopper,1,2025-07-13 10:59:31.383760,Sunday,10
31,convenience_shopper,5,2025-07-13 10:59:31.383760,Sunday,10
31,convenience_shopper,6,2025-07-13 10:59:31.383760,Sunday,10
31,convenience_shopper,7,2025-07-13 10:59:31.383760,Sunday,10
31,convenience_shopper,9,2025-07-13 10:59:31.383760,Sunday,10
31,convenience_shopper,11,2025-07-13 10:59:31.383760,Sunday,10
32,single_shopper,6,2025-07-19 06:48:05.383760,Saturday,6
32,single_shopper,7,2025-07-19 06:48:05.383760,Saturday,6
32,single_shopper,11,2025-07-19 06:48:05.383760,Saturday,6
33,convenience_shopper,8,2025-07-29 15:50:47.383760,Tuesday,15
33,convenience_shopper,10,2025-07-29 15:50:47.383760,Tuesday,15
34,bulk_shopper,10,2025-07-28 11:33:32.383760,Monday,11
34,bulk_shopper,4,2025-07-28 11:33:32.383760,Monday,11
34,bulk_shopper,6,2025-07-28 11:33:32.383760,Monday,11
34,bulk_shopper,7,2025-07-28 11:33:32.383760,Monday,11
35,bulk_shopper,5,2025-07-29 07:20:17.383760,Tuesday,7
35,bulk_shopper,8,2025-07-29 07:20:17.383760,Tuesday,7
35,bulk_shopper,10,2025-07-29 07:20:17.383760,Tuesday,7
35,bulk_shopper,11,2025-07-29 07:20:17.383760,Tuesday,7
35,bulk_shopper,15,2025-07-29 07:20:17.383760,Tuesday,7
36,single_shopper,2,2025-07-28 08:59:30.383760,Monday,8
36,single_shopper,14,2025-07-28 08:59:30.383760,Monday,8
37,family_shopper,8,2025-07-04 02:12:00.383760,Friday,2
37,family_shopper,10,2025-07-04 02:12:00.383760,Friday,2
37,family_shopper,13,2025-07-04 02:12:00.383760,Friday,2
38,single_shopper,3,2025-07-28 16:13:14.383760,Monday,16
38,single_shopper,14,2025-07-28 16:13:14.383760,Monday,16
39,single_shopper,3,2025-07-07 21:01:21.383760,Monday,21
39,single_shopper,13,2025-07-07 21:01:21.383760,Monday,21
40,family_shopper,11,2025-07-30 20:45:45.383760,Wednesday,20
40,family_shopper,9,2025-07-30 20:45:45.383760,Wednesday,20
40,family_shopper,3,2025-07-30 20:45:45.383760,Wednesday,20
40,family_shopper,13,2025-07-30 20:45:45.383760,Wednesday,20
41,family_shopper,1,2025-07-21 00:09:57.383760,Monday,0
41,family_shopper,2,2025-07-21 00:09:57.383760,Monday,0
41,family_shopper,6,2025-07-21 00:09:57.383760,Monday,0
41,family_shopper,8,2025-07-21 00:09:57.383760,Monday,0
41,family_shopper,9,2025-07-21 00:09:57.383760,Monday,0
41,family_shopper,12,2025-07-21 00:09:57.383760,Monday,0
41,family_shopper,13,2025-07-21 00:09:57.383760,Monday,0
42,family_shopper,2,2025-07-20 07:53:21.383760,Sunday,7
42,family_shopper,5,2025-07-20 07:53:21.383760,Sunday,7
42,family_shopper,14,2025-07-20 07:53:21.383760,Sunday,7
43,family_shopper,2,2025-07-29 23:17:59.383760,Tuesday,23
43,family_shopper,11,2025-07-29 23:17:59.383760,Tuesday,23
43,family_shopper,14,2025-07-29 23:17:59.383760,Tuesday,23
43,family_shopper,6,2025-07-29 23:17:59.383760,Tuesday,23
44,single_shopper,11,2025-07-17 11:18:40.383760,Thursday,11
44,single_shopper,12,2025-07-17 11:18:40.383760,Thursday,11
44,single_shopper,6,2025-07-17 11:18:40.383760,Thursday,11
44,single_shopper,7,2025-07-17 11:18:40.383760,Thursday,11
45,single_shopper,1,2025-07-06 19:30:07.383760,Sunday,19
45,single_shopper,3,2025-07-06 19:30:07.383760,Sunday,19
45,single_shopper,4,2025-07-06 19:30:07.383760,Sunday,19
45,single_shopper,8,2025-07-06 19:30:07.383760,Sunday,19
45,single_shopper,10,2025-07-06 19:30:07.383760,Sunday,19
45,single_shopper,14,2025-07-06 19:30:07.383760,Sunday,19
46,single_shopper,1,2025-07-27 01:37:11.383760,Sunday,1
46,single_shopper,2,2025-07-27 01:37:11.383760,Sunday,1
46,single_shopper,3,2025-07-27 01:37:11.383760,Sunday,1
46,single_shopper,8,2025-07-27 01:37:11.383760,Sunday,1
46,single_shopper,9,2025-07-27 01:37:11.383760,Sunday,1
46,single_shopper,13,2025-07-27 01:37:11.383760,Sunday,1
47,convenience_shopper,1,2025-07-11 02:23:56.383760,Friday,2
47,convenience_shopper,12,2025-07-11 02:23:56.383760,Friday,2
47,convenience_shopper,13,2025-07-11 02:23:56.383760,Friday,2
47,convenience_shopper,15,2025-07-11 02:23:56.383760,Friday,2
48,family_shopper,3,2025-07-02 19:55:27.383760,Wednesday,19
48,family_shopper,4,2025-07-02 19:55:27.383760,Wednesday,19
48,family_shopper,8,2025-07-02 19:55:27.383760,Wednesday,19
48,family_shopper,9,2025-07-02 19:55:27.383760,Wednesday,19
48,family_shopper,10,2025-07-02 19:55:27.383760,Wednesday,19
48,family_shopper,11,2025-07-02 19:55:27.383760,Wednesday,19
48,family_shopper,15,2025-07-02 19:55:27.383760,Wednesday,19
49,family_shopper,1,2025-07-04 03:37:30.383760,Friday,3
49,family_shopper,2,2025-07-04 03:37:30.383760,Friday,3
49,family_shopper,9,2025-07-04 03:37:30.383760,Friday,3
49,family_shopper,10,2025-07-04 03:37:30.383760,Friday,3
49,family_shopper,15,2025-07-04 03:37:30.383760,Friday,3
50,bulk_shopper,2,2025-07-16 02:31:19.383760,Wednesday,2
50,bulk_shopper,3,2025-07-16 02:31:19.383760,Wednesday,2
50,bulk_shopper,4,2025-07-16 02:31:19.383760,Wednesday,2
50,bulk_shopper,11,2025-07-16 02:31:19.383760,Wednesday,2
50,bulk_shopper,13,2025-07-16 02:31:19.383760,Wednesday,2
50,bulk_shopper,14,2025-07-16 02:31:19.383760,Wednesday,2
51,family_shopper,1,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,2,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,3,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,4,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,7,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,8,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,9,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,14,2025-07-13 15:52:56.383760,Sunday,15
51,family_shopper,15,2025-07-13 15:52:56.383760,Sunday,15
52,bulk_shopper,1,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,2,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,3,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,4,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,6,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,7,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,8,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,9,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,11,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,12,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,14,2025-07-29 15:01:47.383760,Tuesday,15
52,bulk_shopper,15,2025-07-29 15:01:47.383760,Tuesday,15
53,single_shopper,9,2025-07-07 19:09:18.383760,Monday,19
53,single_shopper,3,2025-07-07 19:09:18.383760,Monday,19
53,single_shopper,15,2025-07-07 19:09:18.383760,Monday,19
54,family_shopper,2,2025-07-17 04:13:50.383760,Thursday,4
54,family_shopper,3,2025-07-17 04:13:50.383760,Thursday,4
54,family_shopper,4,2025-07-17 04:13:50.383760,Thursday,4
54,family_shopper,9,2025-07-17 04:13:50.383760,Thursday,4
54,family_shopper,15,2025-07-17 04:13:50.383760,Thursday,4
55,family_shopper,2,2025-07-19 00:10:40.383760,Saturday,0
55,family_shopper,3,2025-07-19 00:10:40.383760,Saturday,0
55,family_shopper,4,2025-07-19 00:10:40.383760,Saturday,0
55,family_shopper,6,2025-07-19 00:10:40.383760,Saturday,0
55,family_shopper,7,2025-07-19 00:10:40.383760,Saturday,0
55,family_shopper,9,2025-07-19 00:10:40.383760,Saturday,0
55,family_shopper,11,2025-07-19 00:10:40.383760,Saturday,0
55,family_shopper,14,2025-07-19 00:10:40.383760,Saturday,0
56,bulk_shopper,3,2025-07-20 22:29:45.383760,Sunday,22
56,bulk_shopper,4,2025-07-20 22:29:45.383760,Sunday,22
56,bulk_shopper,5,2025-07-20 22:29:45.383760,Sunday,22
56,bulk_shopper,6,2025-07-20 22:29:45.383760,Sunday,22
57,convenience_shopper,3,2025-07-24 00:46:27.383760,Thursday,0
57,convenience_shopper,5,2025-07-24 00:46:27.383760,Thursday,0
57,convenience_shopper,15,2025-07-24 00:46:27.383760,Thursday,0
58,bulk_shopper,1,2025-07-30 15:45:33.383760,Wednesday,15
58,bulk_shopper,2,2025-07-30 15:45:33.383760,Wednesday,15
58,bulk_shopper,3,2025-07-30 15:45:33.383760,Wednesday,15
58,bulk_shopper,4,2025-07-30 15:45:33.383760,Wednesday,15
58,bulk_shopper,5,2025-07-30 15:45:33.383760,Wednesday,15
58,bulk_shopper,9,2025-07-30 15:45:33.383760,Wednesday,15
58,bulk_shopper,13,2025-07-30 15:45:33.383760,Wednesday,15
58,bulk_shopper,15,2025-07-30 15:45:33.383760,Wednesday,15
59,convenience_shopper,3,2025-07-21 10:22:32.383760,Monday,10
59,convenience_shopper,8,2025-07-21 10:22:32.383760,Monday,10
59,convenience_shopper,12,2025-07-21 10:22:32.383760,Monday,10
60,single_shopper,2,2025-07-27 05:13:42.383760,Sunday,5
60,single_shopper,3,2025-07-27 05:13:42.383760,Sunday,5
60,single_shopper,9,2025-07-27 05:13:42.383760,Sunday,5
60,single_shopper,14,2025-07-27 05:13:42.383760,Sunday,5
60,single_shopper,15,2025-07-27 05:13:42.383760,Sunday,5
61,family_shopper,2,2025-07-08 02:15:57.383760,Tuesday,2
61,family_shopper,3,2025-07-08 02:15:57.383760,Tuesday,2
61,family_shopper,8,2025-07-08 02:15:57.383760,Tuesday,2
61,family_shopper,10,2025-07-08 02:15:57.383760,Tuesday,2
61,family_shopper,14,2025-07-08 02:15:57.383760,Tuesday,2
62,bulk_shopper,3,2025-07-31 07:21:37.383760,Thursday,7
62,bulk_shopper,4,2025-07-31 07:21:37.383760,Thursday,7
62,bulk_shopper,6,2025-07-31 07:21:37.383760,Thursday,7
62,bulk_shopper,9,2025-07-31 07:21:37.383760,Thursday,7
62,bulk_shopper,10,2025-07-31 07:21:37.383760,Thursday,7
62,bulk_shopper,14,2025-07-31 07:21:37.383760,Thursday,7
62,bulk_shopper,15,2025-07-31 07:21:37.383760,Thursday,7
63,single_shopper,8,2025-07-25 08:28:34.383760,Friday,8
63,single_shopper,10,2025-07-25 08:28:34.383760,Friday,8
64,single_shopper,8,2025-07-16 03:51:41.383760,Wednesday,3
64,single_shopper,3,2025-07-16 03:51:41.383760,Wednesday,3
65,single_shopper,3,2025-07-04 02:44:48.383760,Friday,2
65,single_shopper,4,2025-07-04 02:44:48.383760,Friday,2
65,single_shopper,15,2025-07-04 02:44:48.383760,Friday,2
66,family_shopper,2,2025-07-27 21:21:21.383760,Sunday,21
66,family_shopper,3,2025-07-27 21:21:21.383760,Sunday,21
66,family_shopper,4,2025-07-27 21:21:21.383760,Sunday,21
66,family_shopper,9,2025-07-27 21:21:21.383760,Sunday,21
66,family_shopper,15,2025-07-27 21:21:21.383760,Sunday,21
67,family_shopper,2,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,3,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,4,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,6,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,7,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,9,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,11,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,12,2025-07-20 07:01:39.383760,Sunday,7
67,family_shopper,15,2025-07-20 07:01:39.383760,Sunday,7
68,bulk_shopper,1,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,2,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,3,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,5,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,8,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,9,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,10,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,11,2025-07-30 04:49:09.383760,Wednesday,4
68,bulk_shopper,13,2025-07-30 04:49:09.383760,Wednesday,4
69,family_shopper,4,2025-07-25 13:55:45.383760,Friday,13
69,family_shopper,15,2025-07-25 13:55:45.383760,Friday,13
70,bulk_shopper,2,2025-07-04 13:37:39.383760,Friday,13
70,bulk_shopper,3,2025-07-04 13:37:39.383760,Friday,13
70,bulk_shopper,8,2025-07-04 13:37:39.383760,Friday,13
70,bulk_shopper,9,2025-07-04 13:37:39.383760,Friday,13
70,bulk_shopper,10,2025-07-04 13:37:39.383760,Friday,13
70,bulk_shopper,12,2025-07-04 13:37:39.383760,Friday,13
70,bulk_shopper,13,2025-07-04 13:37:39.383760,Friday,13
71,family_shopper,4,2025-07-17 07:35:21.383760,Thursday,7
71,family_shopper,5,2025-07-17 07:35:21.383760,Thursday,7
71,family_shopper,6,2025-07-17 07:35:21.383760,Thursday,7
71,family_shopper,15,2025-07-17 07:35:21.383760,Thursday,7
72,family_shopper,13,2025-07-18 10:15:46.383760,Friday,10
73,family_shopper,1,2025-07-16 11:05:55.383760,Wednesday,11
73,family_shopper,5,2025-07-16 11:05:55.383760,Wednesday,11
73,family_shopper,11,2025-07-16 11:05:55.383760,Wednesday,11
73,family_shopper,13,2025-07-16 11:05:55.383760,Wednesday,11
73,family_shopper,14,2025-07-16 11:05:55.383760,Wednesday,11
74,family_shopper,3,2025-07-30 18:19:31.383760,Wednesday,18
74,family_shopper,7,2025-07-30 18:19:31.383760,Wednesday,18
74,family_shopper,8,2025-07-30 18:19:31.383760,Wednesday,18
74,family_shopper,10,2025-07-30 18:19:31.383760,Wednesday,18
74,family_shopper,11,2025-07-30 18:19:31.383760,Wednesday,18
75,family_shopper,2,2025-07-28 16:13:30.383760,Monday,16
75,family_shopper,3,2025-07-28 16:13:30.383760,Monday,16
75,family_shopper,4,2025-07-28 16:13:30.383760,Monday,16
75,family_shopper,12,2025-07-28 16:13:30.383760,Monday,16
75,family_shopper,13,2025-07-28 16:13:30.383760,Monday,16
75,family_shopper,14,2025-07-28 16:13:30.383760,Monday,16
76,family_shopper,1,2025-07-11 13:45:37.383760,Friday,13
76,family_shopper,2,2025-07-11 13:45:37.383760,Friday,13
76,family_shopper,4,2025-07-11 13:45:37.383760,Friday,13
76,family_shopper,9,2025-07-11 13:45:37.383760,Friday,13
76,family_shopper,15,2025-07-11 13:45:37.383760,Friday,13
77,family_shopper,1,2025-07-13 12:17:44.383760,Sunday,12
77,family_shopper,2,2025-07-13 12:17:44.383760,Sunday,12
77,family_shopper,4,2025-07-13 12:17:44.383760,Sunday,12
77,family_shopper,8,2025-07-13 12:17:44.383760,Sunday,12
77,family_shopper,9,2025-07-13 12:17:44.383760,Sunday,12
77,family_shopper,15,2025-07-13 12:17:44.383760,Sunday,12
78,single_shopper,2,2025-08-01 15:02:00.383760,Friday,15
78,single_shopper,3,2025-08-01 15:02:00.383760,Friday,15
78,single_shopper,9,2025-08-01 15:02:00.383760,Friday,15
78,single_shopper,10,2025-08-01 15:02:00.383760,Friday,15
78,single_shopper,11,2025-08-01 15:02:00.383760,Friday,15
79,family_shopper,3,2025-07-19 22:01:00.383760,Saturday,22
79,family_shopper,6,2025-07-19 22:01:00.383760,Saturday,22
79,family_shopper,8,2025-07-19 22:01:00.383760,Saturday,22
79,family_shopper,10,2025-07-19 22:01:00.383760,Saturday,22
79,family_shopper,11,2025-07-19 22:01:00.383760,Saturday,22
79,family_shopper,15,2025-07-19 22:01:00.383760,Saturday,22
80,family_shopper,1,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,4,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,5,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,6,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,7,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,8,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,9,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,11,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,13,2025-07-13 07:41:01.383760,Sunday,7
80,family_shopper,15,2025-07-13 07:41:01.383760,Sunday,7
81,family_shopper,4,2025-07-10 08:51:43.383760,Thursday,8
81,family_shopper,5,2025-07-10 08:51:43.383760,Thursday,8
81,family_shopper,6,2025-07-10 08:51:43.383760,Thursday,8
81,family_shopper,7,2025-07-10 08:51:43.383760,Thursday,8
81,family_shopper,9,2025-07-10 08:51:43.383760,Thursday,8
81,family_shopper,12,2025-07-10 08:51:43.383760,Thursday,8
82,single_shopper,2,2025-07-02 20:55:22.383760,Wednesday,20
82,single_shopper,4,2025-07-02 20:55:22.383760,Wednesday,20
82,single_shopper,9,2025-07-02 20:55:22.383760,Wednesday,20
83,convenience_shopper,2,2025-07-30 02:02:54.383760,Wednesday,2
83,convenience_shopper,3,2025-07-30 02:02:54.383760,Wednesday,2
83,convenience_shopper,4,2025-07-30 02:02:54.383760,Wednesday,2
83,convenience_shopper,9,2025-07-30 02:02:54.383760,Wednesday,2
84,convenience_shopper,2,2025-07-12 02:37:25.383760,Saturday,2
84,convenience_shopper,3,2025-07-12 02:37:25.383760,Saturday,2
84,convenience_shopper,9,2025-07-12 02:37:25.383760,Saturday,2
84,convenience_shopper,12,2025-07-12 02:37:25.383760,Saturday,2
84,convenience_shopper,15,2025-07-12 02:37:25.383760,Saturday,2
85,family_shopper,2,2025-07-22 11:39:45.383760,Tuesday,11
85,family_shopper,3,2025-07-22 11:39:45.383760,Tuesday,11
